Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost,FY Total Cost  (Sub Projects)
Probe for Quantitative Fluorescence. Phase 2,NINDS,10011739,2R44NS108845-02,2,R44,NS,108845,2,,,8134951,"ROBERTS, DAVID W",Not Applicable,"INSIGHT SURGICAL TECHNOLOGIES, LLC",,2020,1088424,
X-Ray Crystallography and Macromolecular Characterization,NCI,9956994,5P30CA056036-21,5,P30,CA,56036,21,,5308,1864338,"ROOT, MICHAEL JEFFREY",Not Applicable,THOMAS JEFFERSON UNIVERSITY,,2020,,104288
Altering Activation Patterns in the Distal Upper Extremity After Stroke,NICHD,9654015,5R01HD075813-05,5,R01,HD,75813,5,,,8564476,"ROTH, ELLIOT J.",Not Applicable,REHABILITATION INSTITUTE OF CHICAGO D/B/A SHIRLEY RYAN ABILITYLAB,,2019,366006,
TR&D Project 1. The Sample Stage: Tools for Isolating and Preserving Macromolecular Hierarchies,NIGMS,9922919,5P41GM109824-07,5,P41,GM,109824,7,,8346,6488610,"ROUT, MICHAEL P",Not Applicable,ROCKEFELLER UNIVERSITY,,2020,,238457
Next-generation Mass Spectrometry Technologies for Integrated Structural Proteomics,NIGMS,9626422,5R01GM095832-08,5,R01,GM,95832,8,,,9844381,"RUOTOLO, BRANDON T ","ANDREWS, PHILIP C",UNIVERSITY OF MICHIGAN AT ANN ARBOR,,2019,531190,
Core 1: Pathology core,NCI,9792322,2P50CA092131-16A1,2,P50,CA,92131,16,A1,8741,6287823,"SAID, JONATHAN W.",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES,,2019,,182739
Genomics Core,NIGMS,9741726,5P30GM118430-04,5,P30,GM,118430,4,,8374,7031078,"SALBAUM, J MICHAEL",Not Applicable,LSU PENNINGTON BIOMEDICAL RESEARCH CTR,,2019,,182107
Molecular Screening and Protein Expression Shared Resource,NCI,9917711,5P30CA010815-51,5,P30,CA,10815,51,,7328,9880106,"SALVINO, JOSEPH M",Not Applicable,WISTAR INSTITUTE,,2020,,192601
Basic-Genomics High-Throughput Facility (GHTF),NCI,9851358,5P30CA062203-23,5,P30,CA,62203,23,,4038,1887814,"SANDMEYER, SUZANNE ",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE,,2020,,110233
Center for Limb Loss Prevention and Prosthetic Engineering,VA,9787162,5I50RX002357-03,5,I50,VA,2357,3,,,8651438,"SANGEORZAN, BRUCE ",Not Applicable,VA PUGET SOUND HEALTHCARE SYSTEM,,2020,,
Impact of a Novel Socially Assistive Robotic Architecture on Engaging Older Adults with Mild Cognitive Impairment; Alzheimer's Disease; and Related Dementia in Long Term   Care Settings,NIA,9972542,1R01AG062685-01A1,1,R01,AG,62685,1,A1,,8144912,"SARKAR, NILANJAN  ","MION, LORRAINE C",VANDERBILT UNIVERSITY,,2020,633753,
NIH R21/R33: Transformative Co-Robotic Technology for Autism Intervention,NIMH,9460558,5R33MH103518-05,5,R33,MH,103518,5,,,8144912,"SARKAR, NILANJAN ",Not Applicable,VANDERBILT UNIVERSITY,,2018,258752,
HTS Drug Discovery Dispensers,OD,9708364,1S10OD026857-01,1,S10,OD,26857,1,,,8744831,"SCAMPAVIA, LOUIS DANIEL",Not Applicable,SCRIPPS FLORIDA,,2019,452106,
Advanced Sample Preparation Approaches for High Sensitivity and Specificity IMS (pp  371-412),NIGMS,9842536,5P41GM103391-10,5,P41,GM,103391,10,,8141,1901713,"SCHEY, KEVIN L",Not Applicable,VANDERBILT UNIVERSITY,,2020,,258439
Core B: High-Throughput Biology,NIA,9950962,5P01AG031862-13,5,P01,AG,31862,13,,8865,2241267,"SCHULTZ, DAVID C",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,2020,,209043
Multiplex food allergy diagnostic based on IgE immunologic markers,NIAID,10011621,2R44AI141118-02,2,R44,AI,141118,2,,,14266924,"SEFTEL, DAVID ",Not Applicable,"ENABLE BIOSCIENCES, INC.",,2020,845777,
An Ultrasensitive; High-Throughput; and Low-Cost Autoimmunity Panel for the Early Diagnosis and Improved Treatment of Type 1 Diabetes,NIDDK,9688998,5R44DK111005-03,5,R44,DK,111005,3,,,14266924,"SEFTEL, DAVID ",Not Applicable,"ENABLE BIOSCIENCES, INC.",,2019,749838,
Development of An Automated High-Throughput Dried Blood Spot Assay to Facilitate Large Scale Screening for Type 1 Diabetes Risk,NIDDK,9910015,1R44DK124009-01,1,R44,DK,124009,1,,,14266924,"SEFTEL, DAVID ",Not Applicable,"ENABLE BIOSCIENCES, INC.",,2019,746584,
Biomaterials to promote synapse formation after stroke,NINDS,9961194,1R01NS112940-01A1,1,R01,NS,112940,1,A1,,8786069,"SEGURA, TATIANA ",Not Applicable,DUKE UNIVERSITY,,2020,539814,
StretchfMRI: a new technique to study the brainstem correlates of long-latency responses,NINDS,9896490,1R21NS111310-01A1,1,R21,NS,111310,1,A1,,12457987,"SERGI, FABRIZIO ",Not Applicable,UNIVERSITY OF DELAWARE,,2020,254761,
Predictive biophysical models of evolution,NIGMS,9822975,5R01GM068670-16,5,R01,GM,68670,16,,,1881552,"SHAKHNOVICH, EUGENE I",Not Applicable,HARVARD UNIVERSITY,,2020,569400,
Clinical Translation of Augmented Reality Visualization for Laparoscopic Surgery,NCI,9451251,5R42CA192504-03,5,R42,CA,192504,3,,,7681341,"SHEKHAR, RAJ ",Not Applicable,"IGI TECHNOLOGIES, INC.",,2018,718421,
High throughput CRISPR-mediated functional validation of regulatory elements,NHGRI,9858384,5UM1HG009402-04,5,UM1,HG,9402,4,,,10339373,"SHEN, YIN  ","REN, BING ","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",,2020,1552831,
Technology Diffusion in Cancer: Geographic Variations; Facilitators; Outcomes; and Costs,NCI,9931046,5R01CA207216-05,5,R01,CA,207216,5,,,3078010,"SHIH, YA-CHEN TINA",Not Applicable,UNIVERSITY OF TX MD ANDERSON CAN CTR,,2020,273604,
Imaging; Guidance; and QA for Emerging High-Precision Neurosurgical Techniques,NINDS,9783095,1U01NS107133-01A1,1,U01,NS,107133,1,A1,,7682827,"SIEWERDSEN, JEFFREY H",Not Applicable,JOHNS HOPKINS UNIVERSITY,,2019,668624,
Trans-NIH RNAi Facility (TNRF),NCATS,10011453,1ZICTR000041-05,1,ZIC,TR,41,5,,,14380091,"SIMEONOV, ANTON ",Not Applicable,,,2019,1046097,
A Research Resource for Ultra-sensitive High Throughput Proteomics,NIGMS,9745609,5P41GM103493-17,5,P41,GM,103493,17,,,8080536,"SMITH, RICHARD D",Not Applicable,BATTELLE PACIFIC NORTHWEST LABORATORIES,,2019,1604268,
Community Crystallization Resource for Biological Macromolecules,NIGMS,10177813,3R24GM124135-03S1,3,R24,GM,124135,3,S1,,8441213,"SNELL, EDWARD H",Not Applicable,HAUPTMAN-WOODWARD MEDICAL RESEARCH INST,,2020,246073,
Stanford/Salk MoTrPAC Site for Genomes; Epigenomes and Transcriptomes,NIDDK,9840895,5U24DK112348-04,5,U24,DK,112348,4,,,1862128,"SNYDER, MICHAEL P. ","MONTGOMERY, STEPHEN BLAIR",STANFORD UNIVERSITY,,2020,4481145,
Zebrafish Resource Core,NINDS,9968477,5U54NS108251-03,5,U54,NS,108251,3,,7465,1973848,"SOLNICAKREZEL, LILIANNA ",Not Applicable,WASHINGTON UNIVERSITY,,2020,,174698
ImageXpress Micro (IXM) Confocal High-content Imaging System,OD,9707937,1S10OD026899-01,1,S10,OD,26899,1,,,1929389,"SOLOW-CORDERO, DAVID EDWARD",Not Applicable,STANFORD UNIVERSITY,,2019,540802,
Simulation framework to develop ankle exoskeleton gait assistance for older adults,NIA,9871118,1K99AG065524-01,1,K99,AG,65524,1,,,14091857,"SONG, SEUNGMOON ",Not Applicable,STANFORD UNIVERSITY,,2020,128574,
Biostatistics; Informatics and Translational Science,NIA,9962224,5P30AG028747-15,5,P30,AG,28747,15,,6769,6491784,"SORKIN, JOHN D.",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE,,2020,,203238
Macromolecular X-ray Diffraction Core Research Facility,NIGMS,9744759,5P20GM103546-09,5,P20,GM,103546,9,,8720,1895092,"SPRANG, STEPHEN R",Not Applicable,UNIVERSITY OF MONTANA,,2019,,230664
Task-Driven 3D Interventional Imaging,NIBIB,9899984,5R01EB027127-02,5,R01,EB,27127,2,,,7665807,"STAYMAN, JOSEPH WEBSTER",Not Applicable,JOHNS HOPKINS UNIVERSITY,,2020,405383,
Shared Resource: Proteomics,NCI,9836632,5P30CA022453-38,5,P30,CA,22453,38,,7556,1866142,"STEMMER, PAUL M",Not Applicable,WAYNE STATE UNIVERSITY,,2020,,53016
Predictability in Complex Object Control,NICHD,9733026,5R01HD087089-05,5,R01,HD,87089,5,,,7618869,"STERNAD, DAGMAR ",Not Applicable,NORTHEASTERN UNIVERSITY,,2020,356147,
Project 1 - High Throughtput Drug Screening and Correlations with Mutational Status in Myeloma Cell Lines and Patient Samples,NCI,9985242,4U54CA224018-02,4,U54,CA,224018,2,,8402,6062161,"STEWART, ALEXANDER KEITH",Not Applicable,MAYO CLINIC ARIZONA,,2019,,391500
X-ray Screening and Rapid Structure Determination,NIAID,9786774,8P50AI150476-13,8,P50,AI,150476,13,,7139,1858415,"STROUD, ROBERT M",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",,2019,,200198
High-throughput methyltransferase assays using recombinant nucleosome substrates,NIGMS,9634932,5R44GM117683-03,5,R44,GM,117683,3,,,11923629,"SUN, ZU-WEN ",Not Applicable,"EPICYPHER, INC.",,2019,843888,
Brown/WIH Pelvic Floor Disorders Network Site (UG1),NICHD,9987346,5UG1HD069013-10,5,UG1,HD,69013,10,,,8029991,"SUNG, VIVIAN W",Not Applicable,WOMEN AND INFANTS HOSPITAL-RHODE ISLAND,,2020,263129,
Computer Integrated Systems for Microscopy and Manipulation (CISMM),NIBIB,9689321,5P41EB002025-35,5,P41,EB,2025,35,,,6113930,"SUPERFINE, RICHARD ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL,,2019,1029148,
Emergent Gaze Perception in Autism Spectrum Disorder,NICHD,9377888,1R15HD090581-01A1,1,R15,HD,90581,1,A1,,10842348,"SWEENY, TIMOTHY ",Not Applicable,UNIVERSITY OF DENVER (COLORADO SEMINARY),,2017,444567,
Molecular Analysis of Corrinoid Specificity,NIGMS,9762938,5R01GM114535-03,5,R01,GM,114535,3,,,8891689,"TAGA, MICHIKO E.",Not Applicable,UNIVERSITY OF CALIFORNIA BERKELEY,,2019,309211,
SCH: GEAR - Grounded Early Adaptive Rehabilitation,NICHD,9348402,5R01HD087133-03,5,R01,HD,87133,3,,,14077486,"TANNER, HERBERT G ","GALLOWAY, JAMES C.;HEINZ, JEFFREY ",UNIVERSITY OF DELAWARE,,2017,477276,
Modeling Treatment-Induced Drug Resistance of Colon Cancer Cells and Treatment Strategies,NCI,9828964,3R15CA216413-01A1S1,3,R15,CA,216413,1,A1S1,,10289665,"TAVANA, HOSSEIN ",Not Applicable,UNIVERSITY OF AKRON,,2019,79244,
Modeling Treatment-Induced Drug Resistance of Colon Cancer Cells and Treatment Strategies,NCI,9442043,1R15CA216413-01A1,1,R15,CA,216413,1,A1,,10289665,"TAVANA, HOSSEIN ",Not Applicable,UNIVERSITY OF AKRON,,2018,467312,
A High Throughput Human Tumor Modeling Technology for Cancer Drug Discovery,NCI,9878078,5R33CA225549-02,5,R33,CA,225549,2,,,10289665,"TAVANA, HOSSEIN  ","LUKER, GARY D",UNIVERSITY OF AKRON,,2020,370110,
Massively parallel mapping of all molecular interactions in a single tube,NHGRI,9737968,5R01HG009065-05,5,R01,HG,9065,5,,,7771080,"TAVAZOIE, SAEED F",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES,,2019,610261,
EM Studies on Muscle,NIGMS,9904658,5R01GM030598-32,5,R01,GM,30598,32,,,1893792,"TAYLOR, KENNETH ALLEN",Not Applicable,FLORIDA STATE UNIVERSITY,,2020,378286,
Behavioral Mechanisms of Vocal Imitation,NIDCD,9518805,5R01DC004722-20,5,R01,DC,4722,20,,,6521883,"TCHERNICHOVSKI, OFER ",Not Applicable,HUNTER COLLEGE,,2018,326650,
Intraoperative Measurement of Ligament Tension to Guide Knee Arthroplasty,NIBIB,9663300,5R21EB024957-02,5,R21,EB,24957,2,,,1947464,"THELEN, DARRYL G",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON,,2019,185950,
Noninvasive assessment of in vivo tissue loads to enhance the treatment of gait disorders,NICHD,9949739,5R01HD092697-04,5,R01,HD,92697,4,,,1947464,"THELEN, DARRYL G",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON,,2020,300812,
Auditory brain-computer interface for communication,NIMH,9851289,5F32MH118709-02,5,F32,MH,118709,2,,,11836781,"THENGONE, DANIEL JAMES",Not Applicable,BROWN UNIVERSITY,,2020,74810,
Structural Biology Shared Resource,NCI,9867670,5P30CA046934-32,5,P30,CA,46934,32,,5067,6182841,"THEODORESCU, DAN ",Not Applicable,UNIVERSITY OF COLORADO DENVER,,2020,,161760
Precision Medicine Initiative Cohort Program Biobank,OD,9378793,4U24OD023121-02,4,U24,OD,23121,2,,,1863854,"THIBODEAU, STEPHEN NORMAN ","CICEK, MINE ",MAYO CLINIC ROCHESTER,,2020,54240312,
Macromolecular Crystallography Lab,NIGMS,9934238,5P20GM103640-09,5,P20,GM,103640,9,,6339,10770383,"THOMAS, LEONARD M",Not Applicable,UNIVERSITY OF OKLAHOMA NORMAN,,2020,,111648
Transplantation of MHC Homozygous Vascular Progenitors in Primates,NHLBI,9930127,5U01HL134655-05,5,U01,HL,134655,5,,,10603115,"THOMSON, JAMES ALEXANDER",Not Applicable,"MORGRIDGE INSTITUTE FOR RESEARCH, INC.",,2020,1175384,
Core B: Sample Preparation & Storage Core,NIA,9884710,5P01AG051428-05,5,P01,AG,51428,5,,7471,8669540,"TORRELLES, JORDI B",Not Applicable,TEXAS BIOMEDICAL RESEARCH INSTITUTE,,2020,,167390
Glutamate receptors and human neurological disease,NINDS,9923776,5R35NS111619-02,5,R35,NS,111619,2,,,1887223,"TRAYNELIS, STEPHEN F",Not Applicable,EMORY UNIVERSITY,,2020,745173,
Advanced Platform Technology Center,VA,9822814,2I50RX001871-06,2,I50,VA,1871,6,,,1963592,"TRIOLO, RONALD J ","PINAULT, GILLES ",LOUIS STOKES CLEVELAND VA MEDICAL CENTER,,2020,,
Hybrid neuroprosthesis with power assist for walking in SCI,VA,9768248,5I01RX002275-04,5,I01,VA,2275,4,,,1963592,"TRIOLO, RONALD J",Not Applicable,LOUIS STOKES CLEVELAND VA MEDICAL CENTER,,2019,,
SCH: Multimodal;Task-Aware Movement Assessment and Control: Clinic to Home,NIA,10019455,5R01AG067394-02,5,R01,AG,67394,2,,,16058518,"TRON, ROBERTO  ","AWAD, LOUIS N",BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),,2020,290216,
Compact Navigation System for CT-guided Needle Interventions,NCI,9558828,1UT1CA224886-01A1,1,UT1,CA,224886,1,A1,,10656733,"TSE, TSZ HO ",Not Applicable,"3T TECHNOLOGIES, LLC",,2018,149927,
3D Printed Scaffolds for Primate Spinal Cord Injury Repair,NINDS,9867239,1R01NS114043-01,1,R01,NS,114043,1,,,1867102,"TUSZYNSKI, MARK H. ","KOFFLER, YACOV ","UNIVERSITY OF CALIFORNIA, SAN DIEGO",,2020,656077,
Evaluation of brain recovery of stroke patients using a novel magnetic resonance compatible hand induced robotic device combined with magnetic resonance imaging,NINDS,9934297,5R01NS105875-03,5,R01,NS,105875,3,,,6619212,"TZIKA, A ARIA",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL,,2020,671936,
Task-aware and Autonomous Robotic C-arm Servoing for Flouroscopy-guided Interventions,NIBIB,9972122,1R21EB028505-01A1,1,R21,EB,28505,1,A1,,15247188,"UNBERATH, MATHIAS ",Not Applicable,JOHNS HOPKINS UNIVERSITY,,2020,193784,
JM SISCO PHARMA CONSULTING; LLC:1238758 [18-007319],NIDA,9962191,271201400009I-P00001-27100005-1,,N01,DA,,,,,,Unavailable,Not Applicable,,,2019,45000,
INTEGRATED NONCLINICAL DEVELOPMENT SOLUTIONS; INC.:1212619 [18-006686],NIDA,9932234,271201400013I-P00001-27100005-1,,N01,DA,,,,,,Unavailable,Not Applicable,IND SOLUTIONS,,2019,37625,
IN VITRO STRATEGIES LIMITED LIABILITY COMPANY:1198212 [16-014035]IGF::CL::IGF,NIDA,9918808,271201600009I-P00003-9999-1,,N01,DA,,,,,,Unavailable,Not Applicable,"IN VITRO STRATEGIES, LLC",,2019,35700,
Bimodal Intraoral imaging device for detection of oral epithelial neoplasia,NCI,9917503,1R01CA247595-01,1,R01,CA,247595,1,,,7531167,"VARGAS, GRACIE  ","LI, XINGDE ;LIANG, RONGGUANG ",UNIVERSITY OF TEXAS MED BR GALVESTON,,2020,625021,
Synergistic Effector/Environment encoding: A new perspective on motor cortex and brain-computer interfaces,NINDS,9559085,1DP2NS111817-01,1,DP2,NS,111817,1,,,11309299,"VARGAS-IRWIN, CARLOS ",Not Applicable,BROWN UNIVERSITY,,2018,2437500,
Neural dynamics and adaption for brain machine interface control,NINDS,9765066,5F31NS103409-03,5,F31,NS,103409,3,,,14804658,"VYAS, SAURABH ",Not Applicable,STANFORD UNIVERSITY,,2019,34556,
Opera Phenix high-throughput microplate confocal imager for high-content screening,OD,9708467,1S10OD026839-01,1,S10,OD,26839,1,,,2149621,"WAGNER, BRIDGET K",Not Applicable,"BROAD INSTITUTE, INC.",,2019,1007348,
Development; Evaluation and Translation of Robotic Apparel for Alleviating Low Back Pain,NIAMS,9898052,1UH2AR076731-01,1,UH2,AR,76731,1,,,10720095,"WALSH, CONOR ",Not Applicable,HARVARD UNIVERSITY,,2019,1123769,
Robotic Apparel to Enable Low Force Haptic Cueing for Improving Parkinson's Gait,NCATS,9784913,5U01TR002775-02,5,U01,TR,2775,2,,,10720095,"WALSH, CONOR  ","ELLIS, THERESA ",HARVARD UNIVERSITY,,2019,324272,
Wearable silent speech technology to enhance impaired oral communication,NIDCD,9740858,1R01DC016621-01A1,1,R01,DC,16621,1,A1,,11703703,"WANG, JUN ",Not Applicable,"UNIVERSITY OF TEXAS, AUSTIN",,2019,618564,
Physiology of Inflammatory Arthritis in High Resolution,NIAMS,9984870,5R01AR060350-09,5,R01,AR,60350,9,,,8264724,"WANG, XUEDING ",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR,,2020,649047,
A vision-based model of locomotion in crowded environments,NEI,9873968,5R01EY029745-02,5,R01,EY,29745,2,,,1863451,"WARREN, WILLIAM H",Not Applicable,BROWN UNIVERSITY,,2020,512232,
Structural Biology Shared Service,NCI,9750150,5P30CA134274-12,5,P30,CA,134274,12,,8034,2081726,"WEBER, DAVID S",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE,,2019,,72975
Image Guided Robotic Nephron-Sparing Surgery,NIBIB,9942420,5R01EB023717-04,5,R01,EB,23717,4,,,9047697,"WEBSTER, ROBERT JAMES ","HERRELL, S DUKE;MIGA, MICHAEL IAN",VANDERBILT UNIVERSITY,,2020,353250,
Robot-Enabled Natural Orifice Prostatectomy,NIBIB,9884762,5R01EB026901-02,5,R01,EB,26901,2,,,9047697,"WEBSTER, ROBERT JAMES ","HERRELL, S DUKE",VANDERBILT UNIVERSITY,,2020,536514,
Enabling dexterous surgery at the tip of a flexible endoscope: A low-cost; disposable; steerable sheath.,NIBIB,9845834,1R41EB028229-01A1,1,R41,EB,28229,1,A1,,9047697,"WEBSTER, ROBERT JAMES",Not Applicable,"ENDOTHEIA, INC.",,2019,222874,
Differentiation of Human Pluripotent Stem Cells into Kidney Cell Lineages,NIDDK,9778526,5UH3DK107357-05,5,UH3,DK,107357,5,,,8025217,"WESSELY, OLIVER  ","JENSEN, JAN ",CLEVELAND CLINIC LERNER COM-CWRU,,2019,404500,
Development of a portable and compact robotic system for frameless and maskless stereotactic radiosurgery,NCI,10047519,7R01CA227124-02,7,R01,CA,227124,2,,,10254472,"WIERSMA, RODNEY ",Not Applicable,UNIVERSITY OF PENNSYLVANIA,,2020,276571,
High-Throughput Screening and Validation of Molecular Targeted Chemoradiosensitizers,NCI,9959378,5U01CA220714-03,5,U01,CA,220714,3,,,8543728,"WILLERS, HENNING  ","BENES, CYRIL HENRI",MASSACHUSETTS GENERAL HOSPITAL,,2020,566064,
Drug Discovery and Structural Biology Core,NCI,9849204,5P30CA033572-37,5,P30,CA,33572,37,,5257,8335547,"WILLIAMS, JOHN CHARLES",Not Applicable,BECKMAN RESEARCH INSTITUTE/CITY OF HOPE,,2020,,201526
Drug Discovery and Structural Biology Core,NCI,9688947,5P30CA033572-36,5,P30,CA,33572,36,,5257,8335547,"WILLIAMS, JOHN CHARLES",Not Applicable,BECKMAN RESEARCH INSTITUTE/CITY OF HOPE,,2019,,189083
Neurophysiological and Kinematic Predictors of Response in Chronic Stroke,VA,10086003,5I01RX001667-05,5,I01,VA,1667,5,,,1930520,"WITTENBERG, GEORGE F.",Not Applicable,VETERANS HEALTH ADMINISTRATION,,2020,,
IGF::OT::IGF GARY WOLFE TOXICOLOGY; LLC ,NIDA,9929994,271201400014I-P00001-27100005-1,,N02,DA,,,,,15987908,"WOLFE, GARY ",Not Applicable,,,2019,16200,
Navigation tools for Image Guided Minimally invasive Therapies,CLC,10022063,1ZIACL040011-12,1,ZIA,CL,40011,12,,,9692774,"WOOD, BRADFORD ",Not Applicable,CLINICAL CENTER,,2019,0,
Image Guided Focused Ultrasound For Drug Delivery and Tissue Ablation,CLC,10022064,1ZIACL040012-12,1,ZIA,CL,40012,12,,,9692774,"WOOD, BRADFORD ",Not Applicable,CLINICAL CENTER,,2019,0,
Administrative Core,NIEHS,10007901,5U2CES026561-03,5,U2C,ES,26561,3,,7147,8040323,"WRIGHT, ROBERT O",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,,2020,,167949
Targeted Analysis Resource,NIEHS,10007907,5U2CES026561-03,5,U2C,ES,26561,3,,7149,8040323,"WRIGHT, ROBERT O",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,,2020,,939281
Cluster B: 7 High Throughput Screening,NCI,9914246,5P30CA086862-20,5,P30,CA,86862,20,,7663,10166675,"WU, MENG ",Not Applicable,UNIVERSITY OF IOWA,,2020,,68978
Core-based Scientist specializing in high throughput screening for early drug discovery; target identification and systems biology analysis of cancer,NCI,9849588,1R50CA243786-01,1,R50,CA,243786,1,,,10166675,"WU, MENG ",Not Applicable,UNIVERSITY OF IOWA,,2019,185562,
Neuromuscular mechanisms of specific trunk interventions in children with cerebral palsy,NINDS,9917111,1R01NS115487-01,1,R01,NS,115487,1,,,8290130,"WU, MING ",Not Applicable,REHABILITATION INSTITUTE OF CHICAGO D/B/A SHIRLEY RYAN ABILITYLAB,,2020,390025,
Toxicology in the 21st Century Program (Tox21) - Systems Toxicology,NCATS,10003788,1ZIATR000038-05,1,ZIA,TR,38,5,,,14380131,"XIA, MENGHANG ",Not Applicable,,,2019,642502,
Fall Detection and Prevention for Memory Care through Real-Time Artificial Intelligence Applied to Video,NIA,10020322,5R44AG058354-03,5,R44,AG,58354,3,,,9632042,"XIONG, GLEN ",Not Applicable,"SAFELYYOU, INC.",,2020,493633,
MyoRegulator: A non-invasive neuromodulation device for treatment of spasticity in stroke patients,NINDS,9638603,5U44NS104138-02,5,U44,NS,104138,2,,,15315299,"YAGHOUBI, NADER ",Not Applicable,"PATHMAKER NEUROSYSTEMS, INC.",,2019,1036705,
Effects of device-assisted practice of activities of daily living in a close-to-normal pattern on upper extremity motor recovery in individuals with moderate to severe stroke,NICHD,9783874,5R01HD095187-02,5,R01,HD,95187,2,,,8246662,"YAO, JUN ",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO,,2019,366704,
Portable automated device for rapid venous blood draws and point of care diagnostic analysis,NIBIB,9502278,5R01EB020036-04,5,R01,EB,20036,4,,,1879411,"YARMUSH, MARTIN L",Not Applicable,"RUTGERS, THE STATE UNIV OF N.J.",,2018,646766,
UVA molecular electron microscopy core for the Mid-Atlantic region,NIGMS,9775251,5U24GM116790-03,5,U24,GM,116790,3,,,1858004,"YEAGER, MARK JAY ","GALKIN, VITOLD ;SAMSO, MONTSERRAT ;TAYLOR, DEREK JAMES;UNGER, VINZENZ ;ZHANG, PEIJUN ",UNIVERSITY OF VIRGINIA,,2019,323000,
Improving Community Ambulation for Stroke Survivors using Powered Hip Exoskeletons with Adaptive Environmental Controllers,NICHD,9906245,5R03HD097740-02,5,R03,HD,97740,2,,,12336696,"YOUNG, AARON JOHN",Not Applicable,GEORGIA INSTITUTE OF TECHNOLOGY,,2020,146686,
A transposase system for integrative ChIP-exo and ATAC-seq analysis at single-cell resolution,NHGRI,9948716,5R01HG010211-03,5,R01,HG,10211,3,,,9402648,"ZEITLINGER, JULIA ",Not Applicable,STOWERS INSTITUTE FOR MEDICAL RESEARCH,,2020,527588,
Multiparametric Photoacoustic Imaging-Based Identification of Aggressive Prostate Cancer,OD,9795033,1DP5OD028162-01,1,DP5,OD,28162,1,,,14641945,"ZHANG, HAICHONG ",Not Applicable,WORCESTER POLYTECHNIC INSTITUTE,,2019,382110,
Real-time Non-Rigid 3D Reconstruction and Registration for Laparoscopic-guided Minimally Invasive Liver Surgery,NIBIB,9822028,1K99EB027177-01A1,1,K99,EB,27177,1,A1,,14957844,"ZHOU, HAOYIN ",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL,,2019,93280,